,Name,Duration,Status,Type,Episodes,Rating,Genres,Licensors,Producers,Studios,Members,Favorites,aired_start,aired_end,broadcast_day,broadcast_time,premiered_season,premiered_year
6082,1/100 Shibuya Crossing,00:02:00,Finished Airing,ONA,1,G,Slice of Life,none,Terada Mokei,none,967,1,Jun 28, 2015,none,none,none,none
6083,Hataraku Oniisan!,00:04:00,Finished Airing,TV,12,G,Comedy,none,"Half H.P Studio,Tokyo MX,Movic,Lantis,Good Smile Company,BS Fuji",Tomovies,8269,19,2018-01-05,2018-03-23,fri,21:54:00,Winter,2018
6084,Otona no Bouguya-san II,00:06:00,Finished Airing,ONA,12,PG 13,"Fantasy,Comedy,Ecchi",none,none,IMAGICA Lab.,12955,8,Jan 2, 2021 to Mar 20,none,none,none,none
6085,Sword Art Online: Sword Art Offline,00:11:00,Finished Airing,Special,9,PG 13,Comedy,Aniplex of America,Aniplex,I was a Ballerina,89316,167,2012-10-24,2013-06-26,none,none,none,none
6086,One Piece 3D: Gekisou! Trap Coaster,00:12:00,Finished Airing,Movie,1,PG 13,"Adventure,Action,Fantasy",none,none,Toei Animation,23745,22,2011-12-01,none,none,none,none,none
6087,Kakegurui Twin,00:26:00,Finished Airing,ONA,6,PG 13,"Mystery,Drama",none,"Avex Pictures,Square Enix",MAPPA,94435,320,2022-08-04,none,none,none,none,none
6088,Hirogaru Sky! Precure,00:24:00,Currently Airing,TV,0,G,"Action,Fantasy",none,"ADK Emotions,ABC Animation",Toei Animation,7030,89,2023-02-05,none,sun,08:30:00,Winter,2023
6089,Tomodachi 8-nin,00:01:00,Finished Airing,TV,398,G,Comedy,none,none,Egg,387,0,Mar 28, 2011 to Jan 5,none,none,Spring,2011
6090,Li Linke de Xiao Guaner,00:18:00,Finished Airing,ONA,10,G,"Slice of Life,Gourmet",none,none,Delight Animation,1465,9,2021-04-27,2021-06-22,none,none,none,none
6091,Yuri!!! on Ice,00:23:00,Finished Airing,TV,12,PG 13,"Sports,Award Winning","Crunchyroll,Funimation","Dentsu,Avex Pictures,Movic,CIC,TV Asahi,Cygames",MAPPA,853655,20239,2016-10-06,2016-12-22,thur,02:21:00,Fall,2016
6092,Soukyuu no Fafner: Dead Aggressor - Arcadian Memory,00:32:00,Finished Airing,OVA,2,PG 13,"Drama,Sci-Fi,Action",none,King Records,Xebec,3112,0,2005-11-02,2006-01-12,none,none,none,none
6093,Kiratto Pri☆chan Season 3,00:24:00,Finished Airing,TV,51,PG,Comedy,none,syn Sophia,Tatsunoko Production,2239,10,2020-04-05,2021-05-30,sun,10:00:00,Spring,2020
6094,Urashima Tarou (1952),Unknown,Finished Airing,Movie,1,G,none,none,none,none,369,0,1952-01-01,none,none,none,none,none
6095,Kotowaza House,00:05:00,Finished Airing,TV,773,None,"Slice of Life,Comedy",none,none,Eiken,590,0,Apr 4, 1987 to Sep 28,none,none,Spring,1987
6096,"Yuusha, Yamemasu Puchi Hiroma",20 sec. per ep.,Finished Airing,ONA,6,PG 13,"Comedy,Fantasy",none,none,AQUA ARIS,1174,1,May 23, 2022 to Aug 23,none,none,none,none
6097,Xing Mao Wenhua Da Jiangtang: Minjian Chuanqi,00:10:00,Finished Airing,TV,27,PG,none,none,none,none,46,0,Not available,none,none,none,?,none
6098,Tao Hua Yuan Ji,00:14:00,Finished Airing,Movie,1,G,Fantasy,none,none,none,429,0,2006-01-01,none,none,none,none,none
6099,Sore Ike! Anpanman: Inochi no Hoshi no Dolly,00:51:00,Finished Airing,Movie,1,PG,Fantasy,none,none,TMS Entertainment,472,2,2006-07-15,none,none,none,none,none
6100,DS Anime Soushuuhen 98,00:21:00,Finished Airing,OVA,1,G,"Fantasy,Comedy",none,"Studio Compile,Studio Carbuncle","add some,None found,",603,5,1998-01-01,none,none,none,none,none
6101,Shinsekai yori,00:22:00,Finished Airing,TV,25,R 17,"Suspense,Horror,Mystery,Sci-Fi,Drama,Fantasy",Sentai Filmworks,"Pony Canyon,Aniplex,TV Asahi",A-1 Pictures,758252,21814,2012-09-29,2013-03-23,sat,00:30:00,Fall,2012
6102,Nendo no Tatakai (2019),00:01:00,Finished Airing,ONA,1,PG,"Comedy,Action",none,none,none,1383,2,May 22, 2019,none,none,none,none
6103,"Sono Toki, Kanojo wa.",00:03:00,Finished Airing,TV,12,PG 13,"Drama,Romance",none,none,MASTER LIGHTS,15405,11,Oct 7, 2018 to Dec 23,sun,00:35:00,Fall,2018
6104,Hana no Kage,00:17:00,Finished Airing,ONA,1,PG 13,"Drama,Romance",none,none,none,2192,1,2006-04-01,none,none,none,none,none
6105,Acerola-chan,00:03:00,Finished Airing,ONA,3,G,Comedy,none,none,DLE,349,0,Jul 3, 2009 to Aug 31,none,none,none,none
6106,Kkoma Bus Tayo,00:11:00,Finished Airing,TV,26,G,none,none,none,none,440,0,Aug 23, 2010 to Nov 16,none,none,Summer,2010
6107,Blue: Line Step Brush,00:01:00,Finished Airing,ONA,1,G,"Drama,Slice of Life",none,none,Wit Studio,1776,3,Feb 14, 2020,none,none,none,none
6108,Shuumatsu no Walküre,00:24:00,Finished Airing,ONA,12,R 17,"Action,Drama,Fantasy",VIZ Media,"KlockWorx,Coamix,Sammy,Warner Bros. Japan,Mainichi Broadcasting System",Graphinica,274913,1617,2021-06-17,none,none,none,none,none
6109,Mieruko-chan,00:23:00,Finished Airing,TV,12,PG 13,"Comedy,Supernatural,Horror",Funimation,"BS NTV,AT-X,Docomo Anime Store,Magic Capsule,Tokyo MX,Kadokawa,Kadokawa Media House",Passione,458434,3197,2021-10-03,2021-12-19,sun,22:00:00,Fall,2021
6110,Jungle Taitei: Susume Leo!,00:25:00,Finished Airing,TV,26,G,Adventure,none,none,Mushi Production,2727,11,1966-10-05,1967-03-29,wed,19:00:00,Fall,1966
6111,Taigong Qi Shu,00:12:00,Finished Airing,TV,26,PG,none,none,none,none,65,0,Jan 2013 to Aug 2013,none,none,none,Winter,2013
6112,Akira,02:04:00,Finished Airing,Movie,1,R+,"Horror,Sci-Fi,Adventure,Supernatural,Action","Bandai Entertainment,Funimation,Geneon Entertainment USA","Streamline Pictures,Kodansha,Toho,Mainichi Broadcasting System",Tokyo Movie Shinsha,809266,13049,1988-07-16,none,none,none,none,none
6113,Birdie Wing: Golf Girls' Story,00:23:00,Finished Airing,TV,13,PG 13,Sports,none,TV Tokyo,Bandai Namco Pictures,57600,400,2022-04-06,2022-06-29,wed,00:00:00,Spring,2022
6114,Wena Wrist,54 sec.,Finished Airing,Special,1,G,none,none,none,none,450,1,Jan 28, 2020,none,none,none,none
6115,Koukou,00:06:00,Finished Airing,Movie,1,G,none,none,none,none,359,0,Mar 12, 2013,none,none,none,none
6116,Naze Nani Dendrogram Episode 0,00:01:00,Finished Airing,ONA,1,PG 13,Fantasy,none,none,none,528,1,Aug 23, 2019,none,none,none,none
6117,Saber Marionette J,00:25:00,Finished Airing,TV,25,PG 13,"Comedy,Sci-Fi,Adventure,Romance,Action,Drama",Bandai Entertainment,"TV Tokyo,Sotsu,Hal Film Maker,Bandai Visual",Studio Junio,31873,210,1996-10-01,1997-03-25,tue,18:00:00,Fall,1996
6118,Dr. Slump Movie 05: Arale-chan Hoyoyo! Yume no Miyako Mechapolis,00:38:00,Finished Airing,Movie,1,PG 13,"Sci-Fi,Comedy",Discotek Media,none,Toei Animation,1446,0,1985-07-13,none,none,none,none,none
6119,Bishoujo Senshi Sailor Moon R: The Movie,01:01:00,Finished Airing,Movie,1,PG 13,"Drama,Romance",VIZ Media,none,Toei Animation,64286,231,1993-12-05,none,none,none,none,none
6120,Xin Qi Bao Long Zhan Che 2: Ji Jia Zhan Long,00:13:00,Finished Airing,TV,32,PG,none,none,none,none,41,0,2020 to ?,none,none,none,?,none
6121,Hetalia: The Beautiful World Extra Disc,00:05:00,Finished Airing,OVA,1,PG 13,Comedy,Funimation,Frontier Works,Studio Deen,10132,7,2014-02-26,none,none,none,none,none
6122,Gintama: The Final,01:44:00,Finished Airing,Movie,1,PG 13,"Drama,Action,Sci-Fi,Comedy",Eleven Arts,"TV Tokyo,Warner Bros. Japan",Bandai Namco Pictures,134540,4072,2021-01-08,none,none,none,none,none
6123,Captain Tsubasa no Shouka Sakusen,00:15:00,Finished Airing,OVA,1,G,Sports,none,none,"add some,None found,",759,0,Not available,none,none,none,none,none
6124,Kyoshin to Hyouka no Shiro,00:01:00,Finished Airing,ONA,4,PG 13,"Drama,Supernatural,Mystery",none,Half H.P Studio,TriF Studio,3246,0,Aug 8, 2020 to Dec 19,none,none,none,none
6125,"Akai Shouzou: Char, Soshite Frontal e",01:45:00,Finished Airing,Special,1,PG 13,"Sci-Fi,Drama,Action",none,none,Sunrise,2034,2,2010-08-13,none,none,none,none,none
6126,Quanzhi Fashi V,00:20:00,Finished Airing,ONA,12,PG 13,"Fantasy,Action",none,"China Literature Limited,Tencent Penguin Pictures",Foch Films,22952,110,2021-07-28,2021-08-25,none,none,none,none
6127,Digimon Adventure,00:24:00,Finished Airing,TV,54,PG,"Comedy,Action,Fantasy,Adventure","Discotek Media,Saban Entertainment,Flatiron Film Company","Yomiko Advertising,Fuji TV",Toei Animation,390561,5209,1999-03-07,2000-03-26,sun,09:00:00,Spring,1999
6128,Pia Carrot e Youkoso!! 2 DX,00:28:00,Finished Airing,OVA,6,PG 13,"Comedy,Romance",Sentai Filmworks,none,Garyuu Studio,2609,2,1999-12-18,2000-10-25,none,none,none,none
6129,Haikyuu!! Movie 2: Shousha to Haisha,01:28:00,Finished Airing,Movie,1,PG 13,Sports,none,none,Production I.G,87385,89,2015-09-18,none,none,none,none,none
6130,Doupo Cangqiong: Nian Fan,00:24:00,Currently Airing,ONA,104,PG 13,"Action,Fantasy,Adventure",none,"Tencent Penguin Pictures,Wanda Media,China Literature Limited",Motion Magic,5126,130,2022-07-31,none,none,none,none,none
6131,Hoshi no Umi no Amuri,00:29:00,Finished Airing,OVA,3,PG 13,"Adventure,Sci-Fi,Fantasy",none,Bandai Visual,Studio Hibari,3524,3,Apr 1, 2008 to Sep 26,none,none,none,none
6132,Macross F Movie 2: Sayonara no Tsubasa,01:54:00,Finished Airing,Movie,1,PG 13,"Action,Sci-Fi,Award Winning,Romance",none,none,"8bit,Satelight",26872,119,2011-02-26,none,none,none,none,none
6133,Glass no Chikyuu wo Sukue Unico Special,00:16:00,Finished Airing,Movie,1,G,Fantasy,none,Tezuka Productions,none,585,1,Jul 20, 2000,none,none,none,none
6134,Jean Valjean Monogatari,01:09:00,Finished Airing,Special,1,G,Drama,none,none,Toei Animation,1051,0,1979-09-15,none,none,none,none,none
6135,Jack to Mame no Ki (OVA),00:13:00,Finished Airing,OVA,1,PG,"Adventure,Fantasy",none,none,Studio 4°C,1331,0,1989-01-01,none,none,none,none,none
6136,Monkey Magic,00:25:00,Finished Airing,TV,13,PG,"Adventure,Fantasy","Bandai Entertainment,Discotek Media",none,Group TAC,943,4,Sep 20, 1998 to Dec 13,none,none,Fall,1998
6137,Chibi Maruko-chan Movie: Italia kara Kita Shounen,01:34:00,Finished Airing,Movie,1,G,"Comedy,Slice of Life",none,none,Nippon Animation,918,5,2015-12-23,none,none,none,none,none
6138,Nakedyouth,00:09:00,Finished Airing,ONA,1,R+,"Boys Love,Slice of Life,Sports,Romance",none,Kojiro Shishido Animation Works,none,7822,10,2006-01-01,none,none,none,none,none
6139,Tiger Mask Fuku Men League Sen,00:53:00,Finished Airing,Movie,1,PG 13,Sports,none,none,Toei Animation,988,0,1970-07-19,none,none,none,none,none
6140,Xiangyang Meng Wuyu,00:05:00,Finished Airing,ONA,14,PG,none,none,none,none,48,0,Jun 27, 2016 to Apr 14,none,none,none,none
6141,Ani ni Tsukeru Kusuri wa Nai!,00:03:00,Finished Airing,TV,12,PG 13,"Comedy,Slice of Life",none,"Tencent Penguin Pictures,bilibili","Imagineer,Fanworks",94835,384,2017-04-07,2017-06-23,fri,21:55:00,Spring,2017
6142,Sin in the Rain,00:22:00,Finished Airing,OVA,1,PG 13,Mystery,none,none,Mook Animation,3219,2,Mar 24, 2006,none,none,none,none
6143,Chuubyou Gekihatsu Boy,00:23:00,Finished Airing,TV,11,PG 13,Comedy,Sentai Filmworks,"NTT Plala,Bandai Namco Live Creative,Bandai Namco Arts,Kadokawa,Lantis,Ai Addiction,Kadokawa Media House",Studio Deen,45947,163,2019-10-04,2019-12-13,fri,22:30:00,Fall,2019
6144,Scandal,00:01:00,Finished Airing,ONA,12,G,Slice of Life,none,none,none,1910,8,May 1, 2009 to May 12,none,none,none,none
6145,Fusuma no Oku,00:04:00,Finished Airing,Movie,1,R+,Avant Garde,none,Geidai Animation,none,369,0,2012-01-01,none,none,none,none,none
6146,Shin Kidou Senki Gundam Wing: Operation Meteor,1 hr. per ep.,Finished Airing,OVA,4,PG 13,"Drama,Action,Adventure,Sci-Fi",none,none,Sunrise,10976,16,1996-04-25,1996-10-25,none,none,none,none
6147,Shi Huang Zhi Shen,00:20:00,Finished Airing,ONA,13,PG 13,"Comedy,Action",none,bilibili,Haoliners Animation League,4688,9,2020-04-01,2020-06-10,none,none,none,none
6148,Controller of Controller,00:07:00,Finished Airing,Movie,1,G,"Avant Garde,Comedy",none,none,none,400,0,May 18, 2016,none,none,none,none
6149,Saint Seiya: Kamigami no Atsuki Tatakai,00:45:00,Finished Airing,Movie,1,PG 13,"Adventure,Sci-Fi",Discotek Media,none,Toei Animation,17112,21,1988-03-12,none,none,none,none,none
6150,Hulaing Babies Aratame: Staying Babies,00:05:00,Finished Airing,TV,4,PG 13,"Slice of Life,Comedy",none,JTB Next Creation,Fukushima Gaina,831,0,Jun 10, 2020 to Jul 15,none,none,Summer,2020
6151,Tudou Laile,00:05:00,Finished Airing,ONA,60,PG,Fantasy,none,none,none,40,0,2020 to ?,none,none,none,none,none
6152,Firestorm,00:25:00,Finished Airing,TV,26,PG 13,"Adventure,Sci-Fi,Action",Enoki Films,"TV Tokyo,Madhouse",Trans Arts,1503,1,Apr 6, 2003 to Sep 28,sun,09:00:00,Spring,2003
6153,Watt Poe to Bokura no Ohanashi,00:54:00,Finished Airing,OVA,1,PG,"Sci-Fi,Adventure",none,"Pony Canyon,Konami",Kaname Productions,817,0,1988-08-12,none,none,none,none,none
6154,Full Moon wo Sagashite,00:24:00,Finished Airing,TV,52,PG 13,"Drama,Supernatural,Comedy,Romance",VIZ Media,Nihon Ad Systems,Studio Deen,106775,1789,2002-04-06,2003-03-29,sat,07:30:00,Spring,2002
6155,Windows Tablet no Uta,00:02:00,Finished Airing,ONA,1,G,Comedy,none,none,none,336,1,Nov 3, 2014,none,none,none,none
6156,Tobidase! Dokan-kun Specials,00:03:00,Finished Airing,Special,2,G,Comedy,none,none,DLE,135,0,Aug 24, 2012,none,none,none,none
6157,Saru Masamune,00:09:00,Finished Airing,Movie,1,G,Adventure,none,none,none,1697,0,1930-01-01,none,none,none,none,none
6158,Cobra The Animation: The Psycho-Gun,00:30:00,Finished Airing,OVA,4,PG 13,"Adventure,Action,Sci-Fi",Sentai Filmworks,none,Magic Bus,5572,9,2008-08-29,2009-02-27,none,none,none,none
6159,Guardian Hearts,00:16:00,Finished Airing,OVA,6,R+,"Romance,Comedy,Ecchi",none,KSS,Venet,8115,4,May 23, 2003 to Nov 28,none,none,none,none
6160,Bao Lian Deng,01:25:00,Finished Airing,Movie,1,G,"Fantasy,Adventure,Action",none,Shanghai Animation Film Studio,"add some,None found,",628,0,1999-01-01,none,none,none,none,none
6161,Bakuen Campus Guardress,00:30:00,Finished Airing,OVA,4,R+,"Comedy,Supernatural,Action",none,Shueisha,Production I.G,3546,9,May 27, 1994 to Nov 25,none,none,none,none
6162,Hetalia World★Stars Specials,00:05:00,Finished Airing,Special,3,PG 13,Comedy,none,none,Studio Deen,4413,10,2021-07-28,none,none,none,none,none
6163,Biohazard 4: Incubate,01:22:00,Finished Airing,OVA,1,R 17,"Horror,Suspense,Mystery,Action,Supernatural",none,Capcom,"add some,None found,",8125,6,2006-09-28,none,none,none,none,none
6164,Ginga Tetsudou no Yoru: Fantasy Railroad in the Stars,00:48:00,Finished Airing,Movie,1,G,"Fantasy,Drama,Mystery",none,KAGAYA Studio,"add some,None found,",2055,7,2006-06-17,none,none,none,none,none
6165,10-pun de Oitsukeru: Shingeki no Kyojin,00:11:00,Finished Airing,ONA,1,R 17,"Fantasy,Drama,Mystery,Action",none,none,Wit Studio,1955,12,2018-07-02,none,none,none,none,none
6166,Kaitou Joker,00:24:00,Finished Airing,TV,13,G,"Adventure,Mystery,Comedy",none,"Tokyo MX,Asatsu DK",Shin-Ei Animation,14079,116,2014-10-06,2015-01-05,mon,19:00:00,Fall,2014
6167,Xin Qin Shi Mingyue,00:20:00,Finished Airing,ONA,39,PG 13,"Action,Fantasy",none,Youku,none,431,6,Nov 25, 2021 to Aug 18,none,none,none,none
6168,Hello! Sandybell,00:25:00,Finished Airing,TV,47,G,"Adventure,Romance",none,TV Asahi,Toei Animation,6134,28,1981-03-06,1982-02-26,fri,19:30:00,Spring,1981
6169,Tsukiusa. Gekijou,Unknown,Finished Airing,ONA,12,PG 13,Comedy,none,none,none,476,1,Oct 7, 2020 to Dec 23,none,none,none,none
6170,Entotsu Machi no Poupelle,01:40:00,Finished Airing,Movie,1,G,"Adventure,Fantasy",Eleven Arts,none,Studio 4°C,5974,6,2020-12-25,none,none,none,none,none
6171,Aggressive Retsuko: We Wish You a Metal Christmas,00:22:00,Finished Airing,ONA,1,PG 13,Comedy,none,"Sanrio,Netflix",Fanworks,52838,32,2018-12-20,none,none,none,none,none
6172,Fullmetal Alchemist: Brotherhood - 4-Koma Theater,00:02:00,Finished Airing,Special,16,PG 13,"Comedy,Fantasy",Funimation,Studio Moriken,Bones,59169,126,2009-08-26,2010-11-24,none,none,none,none
6173,Pokemon Movie 15: Kyurem vs. Seikenshi,01:11:00,Finished Airing,Movie,1,PG,"Action,Fantasy,Adventure,Drama,Comedy",The Pokemon Company International,"Studio Jack,Shogakukan-Shueisha Productions,TV Tokyo,Toho",OLM,50189,8,2012-07-14,none,none,none,none,none
6174,Xiao Balu,00:47:00,Finished Airing,Movie,1,G,none,none,none,Shanghai Animation Film Studio,64,0,1974-01-01,none,none,none,none,none
6175,Tata He Gaga,00:05:00,Finished Airing,ONA,26,PG,none,none,none,none,39,0,Not available,none,none,none,none,none
6176,Kekkaishi: Yoshimori no Omoi,00:25:00,Finished Airing,Special,1,PG 13,"Comedy,Adventure,Fantasy",none,none,Sunrise,859,1,2007-05-25,none,none,none,none,none
6177,Long Zu,00:22:00,Finished Airing,ONA,16,PG 13,"Adventure,Fantasy",none,Tencent Penguin Pictures,Garden Culture,18164,106,2022-08-19,2022-11-25,none,none,none,none
6178,TO,00:43:00,Finished Airing,OVA,2,PG 13,"Drama,Sci-Fi,Action",Funimation,none,Oxybot,5615,5,2009-10-02,none,none,none,none,none
6179,Moetan Specials,00:26:00,Finished Airing,Special,2,R+,"Comedy,Ecchi",none,none,Actas,5723,2,2007-12-21,2008-03-25,none,none,none,none
6180,Xiao Mao Bake Li,01:26:00,Finished Airing,Movie,1,PG,"Drama,Adventure",none,none,none,67,0,Dec 29, 2017,none,none,none,none
6181,His Lipstick,00:05:00,Finished Airing,ONA,1,G,Comedy,none,none,RG Animation Studios,295,0,Feb 24, 2012,none,none,none,none
6182,Uchuu Senkan Yamato 2199,00:25:00,Finished Airing,OVA,26,PG 13,"Drama,Action,Sci-Fi",Funimation,"Voyager Entertainment,Tohokushinsha Film Corporation,Bandai Visual,Production I.G,Bandai,Lantis,Shochiku,OLM,Bandai Namco Games","Xebec,AIC",111701,1741,2012-05-25,2013-10-25,none,none,none,none
6183,Nodoka Mori no Doubutsu Daisakusen,01:08:00,Finished Airing,Special,1,G,Fantasy,none,none,Nippon Animation,627,0,Feb 3, 1980,none,none,none,none
6184,Jigoku Sensei Nube,00:24:00,Finished Airing,TV,49,PG 13,"Comedy,Adventure,Romance,Supernatural,Horror",none,TV Asahi,Toei Animation,19990,96,1996-04-13,1997-06-21,sat,19:00:00,Spring,1996
6185,Toaru Kagaku no Railgun T: Motto Marutto Railgun,00:11:00,Finished Airing,Special,2,PG 13,Comedy,none,none,J.C.Staff,6835,8,2020-04-30,2020-10-09,none,none,none,none
6186,Hadashi no Gen 2,01:26:00,Finished Airing,Movie,1,PG 13,Drama,"Geneon Entertainment USA,Discotek Media",GEN Productions,Madhouse,12796,21,1986-06-14,none,none,none,none,none
6187,Japanda,39 sec.,Finished Airing,ONA,1,G,none,none,none,Fanworks,509,0,Sep 3, 2019,none,none,none,none
6188,Precure All Stars GoGo Dream Live!,00:05:00,Finished Airing,Special,1,G,"Action,Fantasy",none,none,Toei Animation,4066,5,2008-11-08,none,none,none,none,none
6189,Xi Yangyang Yu Hui Tailang: Kaixin Fangshenshi,00:15:00,Finished Airing,TV,60,PG,"Comedy,Adventure",none,none,none,140,0,2013-07-26,none,none,none,?,none
6190,Akuemon,00:25:00,Finished Airing,OVA,1,PG 13,"Romance,Fantasy",none,none,Tezuka Productions,1452,2,Jul 16, 1993,none,none,none,none
6191,Kirara,00:39:00,Finished Airing,OVA,1,R+,"Comedy,Ecchi,Romance,Supernatural,Slice of Life",none,"Ashi Productions,Toho,Toho Music","add some,None found,",4938,6,2000-09-21,none,none,none,none,none
6192,Two Down Full Base,00:59:00,Finished Airing,Special,1,PG,Sports,none,"Toho,Fuji TV",Group TAC,322,0,May 5, 1982,none,none,none,none
6193,Ajin Senshi,01:40:00,Finished Airing,Movie,1,PG 13,"Sci-Fi,Fantasy",none,Tokuma Japan,Magic Bus,1788,0,1990-11-17,none,none,none,none,none
6194,Ranma ½: Tendou-ke no Oyobidenai Yatsura!,00:24:00,Finished Airing,Special,1,PG 13,"Comedy,Slice of Life",none,none,Kitty Film Mitaka Studio,4528,0,1992-08-30,none,none,none,none,none
6195,Midnight Eye: Gokuu,00:50:00,Finished Airing,OVA,1,R+,"Mystery,Sci-Fi,Action","Urban Vision,Discotek Media",Toei Video,Madhouse,11884,16,1989-01-27,none,none,none,none,none
6196,Yi Fei Chong Tian: Tianji Zhang Qi,00:23:00,Finished Airing,TV,52,PG,none,none,none,none,82,0,2015-01-16,none,none,none,?,none
6197,Mahou Shoujo Lyrical Nanoha StrikerS Picture Drama,00:07:00,Finished Airing,Special,1,G,Comedy,none,none,none,1269,1,Feb 25, 2015,none,none,none,none
6198,Ojamajo Doremi Sharp,00:24:00,Finished Airing,TV,49,G,"Comedy,Fantasy",none,Asahi Broadcasting,Toei Animation,20790,104,2000-02-06,2001-01-28,sun,08:30:00,Winter,2000
6199,Dog Soldier,00:46:00,Finished Airing,OVA,1,R 17,Action,Central Park Media,"animate Film,Movic,Sony Music Entertainment",none,2235,3,Oct 8, 1989,none,none,none,none
6200,Dokkiri Doctor,00:25:00,Finished Airing,TV,26,PG 13,Comedy,none,none,Pierrot,1313,4,1998-10-21,1999-06-23,wed,19:30:00,Fall,1998
6201,Stitch!: Itazura Alien no Daibouken - Uchuu Ichi no Oniichan,00:21:00,Finished Airing,Special,1,G,"Adventure,Sci-Fi,Comedy",none,none,Madhouse,875,1,Aug 8, 2010,none,none,none,none
6202,Rinne no Lagrange Season 2,00:24:00,Finished Airing,TV,12,PG 13,"Comedy,Sci-Fi,Action",VIZ Media,"Production I.G,flying DOG,Bandai Visual,Yomiuri Telecasting",Xebec,28312,18,2012-07-08,2012-09-23,sun,22:00:00,Summer,2012
6203,Bubuki Buranki: Hoshi no Kyojin,00:23:00,Finished Airing,TV,12,PG 13,"Action,Drama,Sci-Fi",none,"Dentsu,Sammy,Ultra Super Pictures,Kadokawa,Kadokawa Media (Taiwan),AT-X,Sony Music Communications,Bushiroad,Tose",SANZIGEN,25780,21,2016-10-01,2016-12-17,sat,21:30:00,Fall,2016
6204,Its My Life,00:14:00,Finished Airing,OVA,1,G,"Comedy,Fantasy",none,none,Creators in Pack,8251,10,Jan 30, 2019,none,none,none,none
6205,Kaibutsu Oujo Specials,00:04:00,Finished Airing,Special,3,R 17,"Comedy,Adventure,Horror,Supernatural",none,none,Tatsunoko Production,2422,2,2010-12-09,2011-10-07,none,none,none,none
6206,Kero Kero Keroppi no Christmas Eve no Okurimono,00:21:00,Finished Airing,OVA,1,G,Fantasy,none,Sanrio,Grouper Productions,516,0,Nov 1, 1992,none,none,none,none
6207,Taikong Xiongmao Yingxiong Dansheng,01:16:00,Finished Airing,Movie,1,PG,"Sci-Fi,Fantasy,Adventure",none,none,none,111,0,Dec 19, 2020,none,none,none,none
6208,Ameya Tanuki,00:04:00,Finished Airing,Movie,1,G,Comedy,none,none,none,524,0,1931-01-01,none,none,none,none,none
6209,Eightman After,00:28:00,Finished Airing,OVA,4,R 17,"Sci-Fi,Drama,Action",Discotek Media,none,J.C.Staff,4508,7,1993-08-21,1993-11-22,none,none,none,none
6210,Wuhang Zhanshen,Unknown,Currently Airing,ONA,50,PG 13,"Action,Adventure,Fantasy",none,iQIYI,Ruo Hong Culture,147,1,2023-06-24,none,none,none,none,none
6211,Heungnyong Wang gwa Bihodongja,01:10:00,Finished Airing,Movie,1,PG,"Action,Adventure",none,Adda Audio Visual Ltd.,none,481,1,Dec 21, 1982,none,none,none,none
6212,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... OVA,00:28:00,Finished Airing,OVA,1,PG 13,"Comedy,Drama,Romance,Fantasy",none,none,SILVER LINK.,22601,36,2021-09-30,none,none,none,none,none
6213,Shen Ji Long Wei,00:15:00,Finished Airing,ONA,26,PG 13,"Fantasy,Action",none,Youku,Soyep,1003,4,2022-06-26,2022-12-11,none,none,none,none
6214,Tai Ji Xiong,00:13:00,Finished Airing,TV,52,PG,none,none,none,none,38,0,2017 to ?,none,none,none,?,none
6215,K: Missing Kings,01:13:00,Finished Airing,Movie,1,PG 13,"Action,Fantasy",VIZ Media,"KlockWorx,Glovision,Starchild Records,Mainichi Broadcasting System",GoHands,248998,633,2014-07-12,none,none,none,none,none
6216,Dame x Prince Anime Caravan,00:23:00,Finished Airing,TV,12,PG 13,"Romance,Comedy,Adventure,Fantasy",Sentai Filmworks,"Pierrot,AZ Creative,Kadokawa,Libre,Tokyo MX,Movic,BS Fuji,Live Viewing Japan",Studio Flad,28851,80,2018-01-10,2018-03-28,wed,22:30:00,Winter,2018
6217,Rolling☆Girls: Chibi☆Rolling☆Girls Korokoro Gekijou,00:01:00,Finished Airing,Special,12,PG 13,Slice of Life,none,none,Wit Studio,4144,1,Mar 18, 2015 to Aug 19,none,none,none,none
6218,The Dentsu Advertising Awards: Walk Walk,00:01:00,Finished Airing,Special,1,G,Avant Garde,none,none,none,48,0,2022-01-01,none,none,none,none,none
6219,Rewrite 2nd Season,00:24:00,Finished Airing,TV,11,PG 13,"Supernatural,Comedy,Romance,Action",none,"Movic,BS11,Lawson,Visual Arts,Magic Capsule,Tokyo MX,Mainichi Broadcasting System,Bushiroad,Aniplex,ASCII Media Works",8bit,111693,416,2017-01-14,2017-03-25,sat,23:30:00,Winter,2017
6220,Shikizakura,00:24:00,Finished Airing,TV,12,PG 13,"Drama,Action,Sci-Fi",Sentai Filmworks,Chukyo TV Broadcasting,Sublimation,16572,50,Oct 10, 2021 to Dec 26,sun,01:55:00,Fall,2021
6221,Youkai Watch,00:23:00,Finished Airing,TV,214,G,"Supernatural,Comedy",Dentsu Entertainment USA,"TV Tokyo,Dentsu",OLM,30402,216,2014-01-08,2018-03-30,fri,18:30:00,Winter,2014
6222,Ramen Chai-nyan,00:05:00,Finished Airing,OVA,1,PG 13,"Action,Comedy",none,none,none,274,1,Feb 14, 2001,none,none,none,none
